image_path,class_label,attributes,caption,instance_id,Unnamed: 5
DL_Group_4/cleaning_dirt picker_cleaning_dirt_picker_0001.jpg,cleaning_dirt_picker,color:blue;material:plastic;condition:used;size:medium,a used medium blue plastic dirt picker,cleaning_dirt_picker_0001,
DL_Group_4/cleaning_dirt picker_cleaning_dirt_picker_0002.jpg,cleaning_dirt_picker,color:blue;material:plastic;condition:used;size:medium,a used medium blue plastic dirt picker,cleaning_dirt_picker_0002,
DL_Group_4/cleaning_dirt picker_cleaning_dirt_picker_0003.jpg,cleaning_dirt_picker,color:blue;material:plastic;condition:used;size:medium,a used medium blue plastic dirt picker,cleaning_dirt_picker_0003,
DL_Group_4/cleaning_dirt picker_cleaning_dirt_picker_0004.jpg,cleaning_dirt_picker,color:blue;material:plastic;condition:used;size:medium,a used medium blue plastic dirt picker,cleaning_dirt_picker_0004,
DL_Group_4/cleaning_dirt picker_cleaning_dirt_picker_0005.jpg,cleaning_dirt_picker,color:blue;material:plastic;condition:used;size:medium,a used medium blue plastic dirt picker,cleaning_dirt_picker_0005,
DL_Group_4/cleaning_dustbin_cleaning_dustbin_0001.jpg,cleaning_dustbin,color:purple;material:plastic;condition:used;size:medium,a used medium purple plastic dustbin,cleaning_dustbin_0001,
DL_Group_4/cleaning_dustbin_cleaning_dustbin_0002.jpg,cleaning_dustbin,color:purple;material:plastic;condition:used;size:medium,a used medium purple plastic dustbin,cleaning_dustbin_0002,
DL_Group_4/cleaning_dustbin_cleaning_dustbin_0003.jpg,cleaning_dustbin,color:purple;material:plastic;condition:used;size:medium,a used medium purple plastic dustbin,cleaning_dustbin_0003,
DL_Group_4/cleaning_dustbin_cleaning_dustbin_0004.jpg,cleaning_dustbin,color:purple;material:plastic;condition:used;size:medium,a used medium purple plastic dustbin,cleaning_dustbin_0004,
DL_Group_4/cleaning_dustbin_cleaning_dustbin_0005.jpg,cleaning_dustbin,color:purple;material:plastic;condition:used;size:medium,a used medium purple plastic dustbin,cleaning_dustbin_0005,
DL_Group_4/cleaning_glass cleaner_cleaning_glass_cleaner_0001.jpg,cleaning_glass_cleaner,color:blue;material:plastic;condition:new;size:large,a large blue plastic cleaning glass cleaner with new condition,cleaning_glass_cleaner_0001,
DL_Group_4/cleaning_glass cleaner_cleaning_glass_cleaner_0002.jpg,cleaning_glass_cleaner,color:blue;material:plastic;condition:new;size:large,a large blue plastic cleaning glass cleaner with new condition,cleaning_glass_cleaner_0002,
DL_Group_4/cleaning_glass cleaner_cleaning_glass_cleaner_0003.jpg,cleaning_glass_cleaner,color:blue;material:plastic;condition:new;size:large,a large blue plastic cleaning glass cleaner with new condition,cleaning_glass_cleaner_0003,
DL_Group_4/cleaning_glass cleaner_cleaning_glass_cleaner_0004.jpg,cleaning_glass_cleaner,color:blue;material:plastic;condition:new;size:large,a large blue plastic cleaning glass cleaner with new condition,cleaning_glass_cleaner_0004,
DL_Group_4/cleaning_glass cleaner_cleaning_glass_cleaner_0005.jpg,cleaning_glass_cleaner,color:blue;material:plastic;condition:new;size:large,a large blue plastic cleaning glass cleaner with new condition,cleaning_glass_cleaner_0005,
DL_Group_4/cleaning_gloves_cleaning_gloves_0001.jpg,cleaning_gloves,color:pink;material:rubber;condition:used;size:medium,used pink rubber cleaning gloves of medium size,cleaning_gloves_0001,
DL_Group_4/cleaning_gloves_cleaning_gloves_0002.jpg,cleaning_gloves,color:pink;material:rubber;condition:used;size:medium,used pink rubber cleaning gloves of medium size,cleaning_gloves_0002,
DL_Group_4/cleaning_gloves_cleaning_gloves_0003.jpg,cleaning_gloves,color:pink;material:rubber;condition:used;size:medium,used pink rubber cleaning gloves of medium size,cleaning_gloves_0003,
DL_Group_4/cleaning_gloves_cleaning_gloves_0004.jpg,cleaning_gloves,color:pink;material:rubber;condition:used;size:medium,used pink rubber cleaning gloves of medium size,cleaning_gloves_0004,
DL_Group_4/cleaning_gloves_cleaning_gloves_0005.jpg,cleaning_gloves,color:pink;material:rubber;condition:used;size:medium,used pink rubber cleaning gloves of medium size,cleaning_gloves_0005,
DL_Group_4/cleaning_harpic_cleaning_harpic_0001.jpg,cleaning_harpic,color:blue;material:plastic;condition:used;size:medium,a medium blue harpic with used condition,cleaning_harpic_0001,
DL_Group_4/cleaning_harpic_cleaning_harpic_0002.jpg,cleaning_harpic,color:blue;material:plastic;condition:used;size:medium,a medium blue harpic with used condition,cleaning_harpic_0002,
DL_Group_4/cleaning_harpic_cleaning_harpic_0003.jpg,cleaning_harpic,color:blue;material:plastic;condition:used;size:medium,a medium blue harpic with used condition,cleaning_harpic_0003,
DL_Group_4/cleaning_harpic_cleaning_harpic_0004.jpg,cleaning_harpic,color:blue;material:plastic;condition:used;size:medium,a medium blue harpic with used condition,cleaning_harpic_0004,
DL_Group_4/cleaning_harpic_cleaning_harpic_0005.jpg,cleaning_harpic,color:blue;material:plastic;condition:used;size:medium,a medium blue harpic with used condition,cleaning_harpic_0005,
DL_Group_4/cleaning_mop_cleaning_mop_0001.jpg,cleaning_mop,color:silver;material:metal;condition:used;size:large,a used large silver metal cleaning mop,cleaning_mop_0001,
DL_Group_4/cleaning_mop_cleaning_mop_0002.jpg,cleaning_mop,color:silver;material:metal;condition:used;size:large,a used large silver metal cleaning mop,cleaning_mop_0002,
DL_Group_4/cleaning_mop_cleaning_mop_0003.jpg,cleaning_mop,color:silver;material:metal;condition:used;size:large,a used large silver metal cleaning mop,cleaning_mop_0003,
DL_Group_4/cleaning_mop_cleaning_mop_0004.jpg,cleaning_mop,color:silver;material:metal;condition:used;size:large,a used large silver metal cleaning mop,cleaning_mop_0004,
DL_Group_4/cleaning_mop_cleaning_mop_0005.jpg,cleaning_mop,color:silver;material:metal;condition:used;size:large,a used large silver metal cleaning mop,cleaning_mop_0005,
DL_Group_4/cleaning_sponge_cleaning_sponge_0001.jpg,cleaning_sponge,color:yellow;material:sponge;condition:used;size:small,a used yellow sponge of small size,cleaning_sponge_0001,
DL_Group_4/cleaning_sponge_cleaning_sponge_0002.jpg,cleaning_sponge,color:yellow;material:sponge;condition:used;size:small,a used yellow sponge of small size,cleaning_sponge_0002,
DL_Group_4/cleaning_sponge_cleaning_sponge_0003.jpg,cleaning_sponge,color:yellow;material:sponge;condition:used;size:small,a used yellow sponge of small size,cleaning_sponge_0003,
DL_Group_4/cleaning_sponge_cleaning_sponge_0004.jpg,cleaning_sponge,color:yellow;material:sponge;condition:used;size:small,a used yellow sponge of small size,cleaning_sponge_0004,
DL_Group_4/cleaning_sponge_cleaning_sponge_0005.jpg,cleaning_sponge,color:yellow;material:sponge;condition:used;size:small,a used yellow sponge of small size,cleaning_sponge_0005,
DL_Group_4/cleaning_tissues_cleaning_tissues_0001.jpg,cleaning_tissues,color:white;material:paper;condition:new;size:small,a new white colored tissue with small size,cleaning_tissues_0001,
DL_Group_4/cleaning_tissues_cleaning_tissues_0002.jpg,cleaning_tissues,color:white;material:paper;condition:new;size:small,a new white colored tissue with small size,cleaning_tissues_0002,
DL_Group_4/cleaning_tissues_cleaning_tissues_0003.jpg,cleaning_tissues,color:white;material:paper;condition:new;size:small,a new white colored tissue with small size,cleaning_tissues_0003,
DL_Group_4/cleaning_tissues_cleaning_tissues_0004.jpg,cleaning_tissues,color:white;material:paper;condition:new;size:small,a new white colored tissue with small size,cleaning_tissues_0004,
DL_Group_4/cleaning_tissues_cleaning_tissues_0005.jpg,cleaning_tissues,color:white;material:paper;condition:new;size:small,a new white colored tissue with small size,cleaning_tissues_0005,
DL_Group_4/cleaning_wet wipes_cleaning_wet_wipes_0001.jpg,cleaning_wet_wipes,color:green;material:plastic;condition:used;size:medium,used green colored wet wipes with plain pattern,cleaning_wet_wipes_0001,
DL_Group_4/cleaning_wet wipes_cleaning_wet_wipes_0002.jpg,cleaning_wet_wipes,color:green;material:plastic;condition:used;size:medium,used green colored wet wipes with plain pattern,cleaning_wet_wipes_0002,
DL_Group_4/cleaning_wet wipes_cleaning_wet_wipes_0003.jpg,cleaning_wet_wipes,color:green;material:plastic;condition:used;size:medium,used green colored wet wipes with plain pattern,cleaning_wet_wipes_0003,
DL_Group_4/cleaning_wet wipes_cleaning_wet_wipes_0004.jpg,cleaning_wet_wipes,color:green;material:plastic;condition:used;size:medium,used green colored wet wipes with plain pattern,cleaning_wet_wipes_0004,
DL_Group_4/cleaning_wet wipes_cleaning_wet_wipes_0005.jpg,cleaning_wet_wipes,color:green;material:plastic;condition:used;size:medium,used green colored wet wipes with plain pattern,cleaning_wet_wipes_0005,
DL_Group_4/cleaning_wiper_cleaning_wiper_0001.jpg,cleaning_wiper,color:silver;material:metal;condition:used;size:large,a used large silver metal cleaning wiper,cleaning_wiper_0001,
DL_Group_4/cleaning_wiper_cleaning_wiper_0002.jpg,cleaning_wiper,color:silver;material:metal;condition:used;size:large,a used large silver metal cleaning wiper,cleaning_wiper_0002,
DL_Group_4/cleaning_wiper_cleaning_wiper_0003.jpg,cleaning_wiper,color:silver;material:metal;condition:used;size:large,a used large silver metal cleaning wiper,cleaning_wiper_0003,
DL_Group_4/cleaning_wiper_cleaning_wiper_0004.jpg,cleaning_wiper,color:silver;material:metal;condition:used;size:large,a used large silver metal cleaning wiper,cleaning_wiper_0004,
DL_Group_4/cleaning_wiper_cleaning_wiper_0005.jpg,cleaning_wiper,color:silver;material:metal;condition:used;size:large,a used large silver metal cleaning wiper,cleaning_wiper_0005,
DL_Group_4/clothing_belt_clothing_belt_0001.JPG,clothing_belt,color:black;material:leather;condition:new;size:medium,a new black leather belt of medium size,clothing_belt_0001,
DL_Group_4/clothing_belt_clothing_belt_0002.JPG,clothing_belt,color:black;material:leather;condition:new;size:medium,a new black leather belt of medium size,clothing_belt_0002,
DL_Group_4/clothing_belt_clothing_belt_0003.JPG,clothing_belt,color:black;material:leather;condition:new;size:medium,a new black leather belt of medium size,clothing_belt_0003,
DL_Group_4/clothing_belt_clothing_belt_0004.JPG,clothing_belt,color:black;material:leather;condition:new;size:medium,a new black leather belt of medium size,clothing_belt_0004,
DL_Group_4/clothing_belt_clothing_belt_0005.JPG,clothing_belt,color:black;material:leather;condition:new;size:medium,a new black leather belt of medium size,clothing_belt_0005,
DL_Group_4/clothing_cap_clothing_cap_0001.JPG,clothing_cap,color:blue;material:cotton;condition:new;size:small,a new small blue cotton cap with plain pattern,clothing_cap_0001,
DL_Group_4/clothing_cap_clothing_cap_0002.JPG,clothing_cap,color:blue;material:cotton;condition:new;size:small,a new small blue cotton cap with plain pattern,clothing_cap_0002,
DL_Group_4/clothing_cap_clothing_cap_0003.JPG,clothing_cap,color:blue;material:cotton;condition:new;size:small,a new small blue cotton cap with plain pattern,clothing_cap_0003,
DL_Group_4/clothing_cap_clothing_cap_0004.JPG,clothing_cap,color:blue;material:cotton;condition:new;size:small,a new small blue cotton cap with plain pattern,clothing_cap_0004,
DL_Group_4/clothing_cap_clothing_cap_0005.JPG,clothing_cap,color:blue;material:cotton;condition:new;size:small,a new small blue cotton cap with plain pattern,clothing_cap_0005,
DL_Group_4/clothing_handkerchief_clothing_handkerchief_0001.JPG,clothing_handkerchief,color:white;material:cotton;condition:new;size:medium,a new white cotton medium handkerchief,clothing_handkerchief_0001,
DL_Group_4/clothing_handkerchief_clothing_handkerchief_0002.JPG,clothing_handkerchief,color:white;material:cotton;condition:new;size:medium,a new white cotton medium handkerchief,clothing_handkerchief_0002,
DL_Group_4/clothing_handkerchief_clothing_handkerchief_0003.JPG,clothing_handkerchief,color:white;material:cotton;condition:new;size:medium,a new white cotton medium handkerchief,clothing_handkerchief_0003,
DL_Group_4/clothing_handkerchief_clothing_handkerchief_0004.JPG,clothing_handkerchief,color:white;material:cotton;condition:new;size:medium,a new white cotton medium handkerchief,clothing_handkerchief_0004,
DL_Group_4/clothing_handkerchief_clothing_handkerchief_0005.JPG,clothing_handkerchief,color:white;material:cotton;condition:new;size:medium,a new white cotton medium handkerchief,clothing_handkerchief_0005,
DL_Group_4/clothing_jersey_clothing_jersey_0001.jpg,clothing_jersey,color:red;material:synthetic;condition:new;size:large,a new large red synthetic jersey,clothing_jersey_0001,
DL_Group_4/clothing_jersey_clothing_jersey_0002.jpg,clothing_jersey,color:red;material:synthetic;condition:new;size:large,a new large red synthetic jersey,clothing_jersey_0002,
DL_Group_4/clothing_jersey_clothing_jersey_0003.jpg,clothing_jersey,color:red;material:synthetic;condition:new;size:large,a new large red synthetic jersey,clothing_jersey_0003,
DL_Group_4/clothing_jersey_clothing_jersey_0004.jpg,clothing_jersey,color:red;material:synthetic;condition:new;size:large,a new large red synthetic jersey,clothing_jersey_0004,
DL_Group_4/clothing_jersey_clothing_jersey_0005.jpg,clothing_jersey,color:red;material:synthetic;condition:new;size:large,a new large red synthetic jersey,clothing_jersey_0005,
DL_Group_4/clothing_microfiber cloth_clothing_microfiber_cloth_0001.JPG,clothing_microfiber_cloth,color:grey;material:synthetic;condition:used;size:small,a used small grey synthetic microfiber cloth,clothing_microfiber_cloth_0001,
DL_Group_4/clothing_microfiber cloth_clothing_microfiber_cloth_0002.JPG,clothing_microfiber_cloth,color:grey;material:synthetic;condition:used;size:small,a used small grey synthetic microfiber cloth,clothing_microfiber_cloth_0002,
DL_Group_4/clothing_microfiber cloth_clothing_microfiber_cloth_0003.JPG,clothing_microfiber_cloth,color:grey;material:synthetic;condition:used;size:small,a used small grey synthetic microfiber cloth,clothing_microfiber_cloth_0003,
DL_Group_4/clothing_microfiber cloth_clothing_microfiber_cloth_0004.JPG,clothing_microfiber_cloth,color:grey;material:synthetic;condition:used;size:small,a used small grey synthetic microfiber cloth,clothing_microfiber_cloth_0004,
DL_Group_4/clothing_microfiber cloth_clothing_microfiber_cloth_0005.JPG,clothing_microfiber_cloth,color:grey;material:synthetic;condition:used;size:small,a used small grey synthetic microfiber cloth,clothing_microfiber_cloth_0005,
DL_Group_4/clothing_sock_clothing_sock_0001.JPG,clothing_sock,color:white;material:cloth;condition:used;size:medium,a used medium white cloth sock,clothing_sock_0001,
DL_Group_4/clothing_sock_clothing_sock_0002.JPG,clothing_sock,color:white;material:cloth;condition:used;size:medium,a used medium white cloth sock,clothing_sock_0002,
DL_Group_4/clothing_sock_clothing_sock_0003.JPG,clothing_sock,color:white;material:cloth;condition:used;size:medium,a used medium white cloth sock,clothing_sock_0003,
DL_Group_4/clothing_sock_clothing_sock_0004.JPG,clothing_sock,color:white;material:cloth;condition:used;size:medium,a used medium white cloth sock,clothing_sock_0004,
DL_Group_4/clothing_sock_clothing_sock_0005.JPG,clothing_sock,color:white;material:cloth;condition:used;size:medium,a used medium white cloth sock,clothing_sock_0005,
DL_Group_4/clothing_specs_clothing_specs_0001.JPG,clothing_specs,color:black;material:glass;condition:new;size:small,a new black colored small glass eyewear,clothing_specs_0001,
DL_Group_4/clothing_specs_clothing_specs_0002.JPG,clothing_specs,color:black;material:glass;condition:new;size:small,a new black colored small glass eyewear,clothing_specs_0002,
DL_Group_4/clothing_specs_clothing_specs_0003.JPG,clothing_specs,color:black;material:glass;condition:new;size:small,a new black colored small glass eyewear,clothing_specs_0003,
DL_Group_4/clothing_specs_clothing_specs_0004.JPG,clothing_specs,color:black;material:glass;condition:new;size:small,a new black colored small glass eyewear,clothing_specs_0004,
DL_Group_4/clothing_specs_clothing_specs_0005.JPG,clothing_specs,color:black;material:glass;condition:new;size:small,a new black colored small glass eyewear,clothing_specs_0005,
DL_Group_4/clothing_sunglasses_clothing_sunglasses_0001.JPG,clothing_sunglasses,color:black;material:metal;condition:new;size:small,a new black metal small sunglasses with plain pattern,clothing_sunglasses_0001,
DL_Group_4/clothing_sunglasses_clothing_sunglasses_0002.JPG,clothing_sunglasses,color:black;material:metal;condition:new;size:small,a new black metal small sunglasses with plain pattern,clothing_sunglasses_0002,
DL_Group_4/clothing_sunglasses_clothing_sunglasses_0003.JPG,clothing_sunglasses,color:black;material:metal;condition:new;size:small,a new black metal small sunglasses with plain pattern,clothing_sunglasses_0003,
DL_Group_4/clothing_sunglasses_clothing_sunglasses_0004.JPG,clothing_sunglasses,color:black;material:metal;condition:new;size:small,a new black metal small sunglasses with plain pattern,clothing_sunglasses_0004,
DL_Group_4/clothing_sunglasses_clothing_sunglasses_0005.JPG,clothing_sunglasses,color:black;material:metal;condition:new;size:small,a new black metal small sunglasses with plain pattern,clothing_sunglasses_0005,
DL_Group_4/clothing_tie_clothing_tie_0001.JPG,clothing_tie,color:red;material:synthetic;condition:used;size:medium,a used red synthetic tie with plain pattern,clothing_tie_0001,
DL_Group_4/clothing_tie_clothing_tie_0002.JPG,clothing_tie,color:red;material:synthetic;condition:used;size:medium,a used red synthetic tie with plain pattern,clothing_tie_0002,
DL_Group_4/clothing_tie_clothing_tie_0003.JPG,clothing_tie,color:red;material:synthetic;condition:used;size:medium,a used red synthetic tie with plain pattern,clothing_tie_0003,
DL_Group_4/clothing_tie_clothing_tie_0004.JPG,clothing_tie,color:red;material:synthetic;condition:used;size:medium,a used red synthetic tie with plain pattern,clothing_tie_0004,
DL_Group_4/clothing_tie_clothing_tie_0005.JPG,clothing_tie,color:red;material:synthetic;condition:used;size:medium,a used red synthetic tie with plain pattern,clothing_tie_0005,
DL_Group_4/clothing_wallet_clothing_wallet_0001.JPG,clothing_wallet,color:black;material:leather;condition:used;size:small,a used small black leather wallet,clothing_wallet_0001,
DL_Group_4/clothing_wallet_clothing_wallet_0002.JPG,clothing_wallet,color:black;material:leather;condition:used;size:small,a used small black leather wallet,clothing_wallet_0002,
DL_Group_4/clothing_wallet_clothing_wallet_0003.JPG,clothing_wallet,color:black;material:leather;condition:used;size:small,a used small black leather wallet,clothing_wallet_0003,
DL_Group_4/clothing_wallet_clothing_wallet_0004.JPG,clothing_wallet,color:black;material:leather;condition:used;size:small,a used small black leather wallet,clothing_wallet_0004,
DL_Group_4/clothing_wallet_clothing_wallet_0005.JPG,clothing_wallet,color:black;material:leather;condition:used;size:small,a used small black leather wallet,clothing_wallet_0005,
DL_Group_4/clothing_wrist band_clothing_wrist_band_0001.JPG,clothing_wrist_band,color:black;material:cotton;condition:used;size:small,a used small black cotton wrist band,clothing_wrist_band_0001,
DL_Group_4/clothing_wrist band_clothing_wrist_band_0002.JPG,clothing_wrist_band,color:black;material:cotton;condition:used;size:small,a used small black cotton wrist band,clothing_wrist_band_0002,
DL_Group_4/clothing_wrist band_clothing_wrist_band_0003.JPG,clothing_wrist_band,color:black;material:cotton;condition:used;size:small,a used small black cotton wrist band,clothing_wrist_band_0003,
DL_Group_4/clothing_wrist band_clothing_wrist_band_0004.JPG,clothing_wrist_band,color:black;material:cotton;condition:used;size:small,a used small black cotton wrist band,clothing_wrist_band_0004,
DL_Group_4/clothing_wrist band_clothing_wrist_band_0005.JPG,clothing_wrist_band,color:black;material:cotton;condition:used;size:small,a used small black cotton wrist band,clothing_wrist_band_0005,
DL_Group_4/clothing_wrist watch_clothing_wrist_watch_0001.JPG,clothing_wrist_watch,color:black;material:metal;condition:new;size:small,a new black metal small wrist watch,clothing_wrist_watch_0001,
DL_Group_4/clothing_wrist watch_clothing_wrist_watch_0002.JPG,clothing_wrist_watch,color:black;material:metal;condition:new;size:small,a new black metal small wrist watch,clothing_wrist_watch_0002,
DL_Group_4/clothing_wrist watch_clothing_wrist_watch_0003.JPG,clothing_wrist_watch,color:black;material:metal;condition:new;size:small,a new black metal small wrist watch,clothing_wrist_watch_0003,
DL_Group_4/clothing_wrist watch_clothing_wrist_watch_0004.JPG,clothing_wrist_watch,color:black;material:metal;condition:new;size:small,a new black metal small wrist watch,clothing_wrist_watch_0004,
DL_Group_4/clothing_wrist watch_clothing_wrist_watch_0005.JPG,clothing_wrist_watch,color:black;material:metal;condition:new;size:small,a new black metal small wrist watch,clothing_wrist_watch_0005,
DL_Group_4/cookware_baking gloves_cookware_baking_gloves_0001.jpg,cookware_baking_gloves,color:yellow;material:cotton;condition:used;size:medium,used yellow cotton baking gloves of medium size,cookware_baking_gloves_0001,
DL_Group_4/cookware_baking gloves_cookware_baking_gloves_0002.jpg,cookware_baking_gloves,color:yellow;material:cotton;condition:used;size:medium,used yellow cotton baking gloves of medium size,cookware_baking_gloves_0002,
DL_Group_4/cookware_baking gloves_cookware_baking_gloves_0003.jpg,cookware_baking_gloves,color:yellow;material:cotton;condition:used;size:medium,used yellow cotton baking gloves of medium size,cookware_baking_gloves_0003,
DL_Group_4/cookware_baking gloves_cookware_baking_gloves_0004.jpg,cookware_baking_gloves,color:yellow;material:cotton;condition:used;size:medium,used yellow cotton baking gloves of medium size,cookware_baking_gloves_0004,
DL_Group_4/cookware_baking gloves_cookware_baking_gloves_0005.jpg,cookware_baking_gloves,color:yellow;material:cotton;condition:used;size:medium,used yellow cotton baking gloves of medium size,cookware_baking_gloves_0005,
DL_Group_4/cookware_Cake baking tray_cookware_cake_baking_tray_0001.jpg,cookware_cake_baking_tray,color:silver;material:metal;condition:used;size:large,a used large silver metal cake baking tray,cookware_cake_baking_tray_0001,
DL_Group_4/cookware_Cake baking tray_cookware_cake_baking_tray_0002.jpg,cookware_cake_baking_tray,color:silver;material:metal;condition:used;size:large,a used large silver metal cake baking tray,cookware_cake_baking_tray_0002,
DL_Group_4/cookware_Cake baking tray_cookware_cake_baking_tray_0003.jpg,cookware_cake_baking_tray,color:silver;material:metal;condition:used;size:large,a used large silver metal cake baking tray,cookware_cake_baking_tray_0003,
DL_Group_4/cookware_Cake baking tray_cookware_cake_baking_tray_0004.jpg,cookware_cake_baking_tray,color:silver;material:metal;condition:used;size:large,a used large silver metal cake baking tray,cookware_cake_baking_tray_0004,
DL_Group_4/cookware_Cake baking tray_cookware_cake_baking_tray_0005.jpg,cookware_cake_baking_tray,color:silver;material:metal;condition:used;size:large,a used large silver metal cake baking tray,cookware_cake_baking_tray_0005,
DL_Group_4/cookware_colander_cookware_colander_0001.jpg,cookware_colander,color:silver;material:metal;condition:used;size:medium,a used medium silver metal colander,cookware_colander_0001,
DL_Group_4/cookware_colander_cookware_colander_0002.jpg,cookware_colander,color:silver;material:metal;condition:used;size:medium,a used medium silver metal colander,cookware_colander_0002,
DL_Group_4/cookware_colander_cookware_colander_0003.jpg,cookware_colander,color:silver;material:metal;condition:used;size:medium,a used medium silver metal colander,cookware_colander_0003,
DL_Group_4/cookware_colander_cookware_colander_0004.jpg,cookware_colander,color:silver;material:metal;condition:used;size:medium,a used medium silver metal colander,cookware_colander_0004,
DL_Group_4/cookware_colander_cookware_colander_0005.jpg,cookware_colander,color:silver;material:metal;condition:used;size:medium,a used medium silver metal colander,cookware_colander_0005,
DL_Group_4/cookware_cooker_cookware_cooker_0001.jpg,cookware_cooker,color:silver;material:metal;condition:used;size:large,a used large silver metal cooker,cookware_cooker_0001,
DL_Group_4/cookware_cooker_cookware_cooker_0002.jpg,cookware_cooker,color:silver;material:metal;condition:used;size:large,a used large silver metal cooker,cookware_cooker_0002,
DL_Group_4/cookware_cooker_cookware_cooker_0003.jpg,cookware_cooker,color:silver;material:metal;condition:used;size:large,a used large silver metal cooker,cookware_cooker_0003,
DL_Group_4/cookware_cooker_cookware_cooker_0004.jpg,cookware_cooker,color:silver;material:metal;condition:used;size:large,a used large silver metal cooker,cookware_cooker_0004,
DL_Group_4/cookware_cooker_cookware_cooker_0005.jpg,cookware_cooker,color:silver;material:metal;condition:used;size:large,a used large silver metal cooker,cookware_cooker_0005,
DL_Group_4/cookware_cutting_board_cookware_cutting_board_0001.jpg,cookware_cutting_board,color:brown;material:wood;condition:used;size:large,a large used brown wooden cutting board,cookware_cutting_board_0001,
DL_Group_4/cookware_cutting_board_cookware_cutting_board_0002.jpg,cookware_cutting_board,color:brown;material:wood;condition:used;size:large,a large used brown wooden cutting board,cookware_cutting_board_0002,
DL_Group_4/cookware_cutting_board_cookware_cutting_board_0003.jpg,cookware_cutting_board,color:brown;material:wood;condition:used;size:large,a large used brown wooden cutting board,cookware_cutting_board_0003,
DL_Group_4/cookware_cutting_board_cookware_cutting_board_0004.jpg,cookware_cutting_board,color:brown;material:wood;condition:used;size:large,a large used brown wooden cutting board,cookware_cutting_board_0004,
DL_Group_4/cookware_cutting_board_cookware_cutting_board_0005.jpg,cookware_cutting_board,color:brown;material:wood;condition:used;size:large,a large used brown wooden cutting board,cookware_cutting_board_0005,
DL_Group_4/cookware_frying_pan_cookware_frying_pan_0001.jpg,cookware_frying_pan,color:silver;material:metal;condition:used;size:medium,a used medium silver metal frying pan,cookware_frying_pan_0001,
DL_Group_4/cookware_frying_pan_cookware_frying_pan_0002.jpg,cookware_frying_pan,color:silver;material:metal;condition:used;size:medium,a used medium silver metal frying pan,cookware_frying_pan_0002,
DL_Group_4/cookware_frying_pan_cookware_frying_pan_0003.jpg,cookware_frying_pan,color:silver;material:metal;condition:used;size:medium,a used medium silver metal frying pan,cookware_frying_pan_0003,
DL_Group_4/cookware_frying_pan_cookware_frying_pan_0004.jpg,cookware_frying_pan,color:silver;material:metal;condition:used;size:medium,a used medium silver metal frying pan,cookware_frying_pan_0004,
DL_Group_4/cookware_frying_pan_cookware_frying_pan_0005.jpg,cookware_frying_pan,color:silver;material:metal;condition:used;size:medium,a used medium silver metal frying pan,cookware_frying_pan_0005,
DL_Group_4/cookware_kadhai_cookware_kadhai_0001.jpg,cookware_kadhai,color:silver;material:metal;condition:used;size:large,a used large silver metal kadhai,cookware_kadhai_0001,
DL_Group_4/cookware_kadhai_cookware_kadhai_0002.jpg,cookware_kadhai,color:silver;material:metal;condition:used;size:large,a used large silver metal kadhai,cookware_kadhai_0002,
DL_Group_4/cookware_kadhai_cookware_kadhai_0003.jpg,cookware_kadhai,color:silver;material:metal;condition:used;size:large,a used large silver metal kadhai,cookware_kadhai_0003,
